Cell.Line,Cell.ID,Lot.Number,Treatment,Time.Point,Replicate,Sub.experiment,Batch,Filename,WG.Plate,factor1,factor2,Iso.Order,Iso.Row,Iso.Col,RNAYield(ug),Label.Order,Label.Row,Label.Col
Adult,H,#1090465,TGFb,1,2,2,8,GSS2375_WellData_p8.txt,5,TGFb.1.Adult,TGFb.1.H,61,E,8,,6,F,1
SEN,E,#1366356,Control,96,2,2,8,GSS2375_WellData_p8.txt,5,Control.96.SEN,Control.96.E,62,F,8,,53,E,7
HDFn,B,#1366356,Baseline,0,2,2,8,GSS2375_WellData_p8.txt,5,Baseline.0.HDFn,Baseline.0.B,63,G,8,,49,A,7
HDFn,B,#1366356,Baseline,96,2,2,8,GSS2375_WellData_p8.txt,5,Baseline.96.HDFn,Baseline.96.B,64,H,8,,2,B,1
SEN,E,#1366356,TGFb,8,2,2,8,GSS2375_WellData_p8.txt,5,TGFb.8.SEN,TGFb.8.E,65,A,9,,45,E,6
HDFn,B,#1366356,Control,2,2,2,8,GSS2375_WellData_p8.txt,5,Control.2.HDFn,Control.2.B,66,B,9,,70,F,9
Adult,H,#1090465,Control,96,2,2,8,GSS2375_WellData_p8.txt,5,Control.96.Adult,Control.96.H,67,C,9,,24,H,3
Adult,H,#1090465,TGFb,8,2,2,8,GSS2375_WellData_p8.txt,5,TGFb.8.Adult,TGFb.8.H,68,D,9,,8,H,1
Adult,H,#1090465,TGFb,3,2,2,8,GSS2375_WellData_p8.txt,5,TGFb.3.Adult,TGFb.3.H,69,E,9,,26,B,4
SEN,E,#1366356,TGFb,1,2,2,8,GSS2375_WellData_p8.txt,5,TGFb.1.SEN,TGFb.1.E,70,F,9,,23,G,3
HDFn,B,#1366356,TGFb,8,2,2,8,GSS2375_WellData_p8.txt,5,TGFb.8.HDFn,TGFb.8.B,71,G,9,,20,D,3
Adult,H,#1090465,Control,0.5,2,2,8,GSS2375_WellData_p8.txt,5,Control.0.5.Adult,Control.0.5.H,72,H,9,,36,D,5
Adult,H,#1090465,Baseline,0,3,2,9,GSS2375_WellData_p9.txt,8,Baseline.0.Adult,Baseline.0.H,1,A,1,,67,C,9
SEN,E,#1366356,Control,4,3,2,9,GSS2375_WellData_p9.txt,8,Control.4.SEN,Control.4.E,2,B,1,,50,B,7
Adult,H,#1090465,Control,3,3,2,9,GSS2375_WellData_p9.txt,8,Control.3.Adult,Control.3.H,3,C,1,,17,A,3
HDFn,B,#1366356,Control,12,3,2,9,GSS2375_WellData_p9.txt,8,Control.12.HDFn,Control.12.B,4,D,1,,34,B,5
SEN,E,#1366356,Control,96,3,2,9,GSS2375_WellData_p9.txt,8,Control.96.SEN,Control.96.E,5,E,1,,68,D,9
HDFn,B,#1366356,Baseline,96,3,2,9,GSS2375_WellData_p9.txt,8,Baseline.96.HDFn,Baseline.96.B,6,F,1,,30,F,4
HDFn,B,#1366356,Control,24,3,2,9,GSS2375_WellData_p9.txt,8,Control.24.HDFn,Control.24.B,7,G,1,,38,F,5
HDFn,B,#1366356,TGFb,2,3,2,9,GSS2375_WellData_p9.txt,8,TGFb.2.HDFn,TGFb.2.B,8,H,1,,21,E,3
SEN,E,#1366356,Control,2,3,2,9,GSS2375_WellData_p9.txt,8,Control.2.SEN,Control.2.E,9,A,2,,36,D,5
Adult,H,#1090465,Control,96,3,2,9,GSS2375_WellData_p9.txt,8,Control.96.Adult,Control.96.H,10,B,2,,12,D,2
SEN,E,#1366356,Control,3,3,2,9,GSS2375_WellData_p9.txt,8,Control.3.SEN,Control.3.E,11,C,2,,3,C,1
HDFn,B,#1366356,Control,96,3,2,9,GSS2375_WellData_p9.txt,8,Control.96.HDFn,Control.96.B,12,D,2,,45,E,6
Adult,H,#1090465,TGFb,4,3,2,9,GSS2375_WellData_p9.txt,8,TGFb.4.Adult,TGFb.4.H,13,E,2,,14,F,2
SEN,E,#1366356,TGFb,3,3,2,9,GSS2375_WellData_p9.txt,8,TGFb.3.SEN,TGFb.3.E,14,F,2,,37,E,5
Adult,H,#1090465,Control,72,3,2,9,GSS2375_WellData_p9.txt,8,Control.72.Adult,Control.72.H,15,G,2,,6,F,1
SEN,E,#1366356,TGFb,8,3,2,9,GSS2375_WellData_p9.txt,8,TGFb.8.SEN,TGFb.8.E,16,H,2,,9,A,2
SEN,E,#1366356,Control,24,3,2,9,GSS2375_WellData_p9.txt,8,Control.24.SEN,Control.24.E,17,A,3,,25,A,4
Adult,H,#1090465,Control,1,3,2,9,GSS2375_WellData_p9.txt,8,Control.1.Adult,Control.1.H,18,B,3,,71,G,9
HDFn,B,#1366356,TGFb,24,3,2,9,GSS2375_WellData_p9.txt,8,TGFb.24.HDFn,TGFb.24.B,19,C,3,,4,D,1
SEN,E,#1366356,TGFb,48,3,2,9,GSS2375_WellData_p9.txt,8,TGFb.48.SEN,TGFb.48.E,20,D,3,,1,A,1
SEN,E,#1366356,Control,1,3,2,9,GSS2375_WellData_p9.txt,8,Control.1.SEN,Control.1.E,21,E,3,,39,G,5
Adult,H,#1090465,TGFb,24,3,2,9,GSS2375_WellData_p9.txt,8,TGFb.24.Adult,TGFb.24.H,22,F,3,,57,A,8
SEN,E,#1366356,Control,8,3,2,9,GSS2375_WellData_p9.txt,8,Control.8.SEN,Control.8.E,23,G,3,,55,G,7
Adult,H,#1090465,TGFb,1,3,2,9,GSS2375_WellData_p9.txt,8,TGFb.1.Adult,TGFb.1.H,24,H,3,,11,C,2
SEN,E,#1366356,Baseline,96,3,2,9,GSS2375_WellData_p9.txt,8,Baseline.96.SEN,Baseline.96.E,25,A,4,,40,H,5
Adult,H,#1090465,TGFb,3,3,2,9,GSS2375_WellData_p9.txt,8,TGFb.3.Adult,TGFb.3.H,26,B,4,,70,F,9
HDFn,B,#1366356,Control,2,3,2,9,GSS2375_WellData_p9.txt,8,Control.2.HDFn,Control.2.B,27,C,4,,20,D,3
Adult,H,#1090465,Control,24,3,2,9,GSS2375_WellData_p9.txt,8,Control.24.Adult,Control.24.H,28,D,4,,63,G,8
Adult,H,#1090465,TGFb,48,3,2,9,GSS2375_WellData_p9.txt,8,TGFb.48.Adult,TGFb.48.H,29,E,4,,2,B,1
HDFn,B,#1366356,Control,1,3,2,9,GSS2375_WellData_p9.txt,8,Control.1.HDFn,Control.1.B,30,F,4,,43,C,6
SEN,E,#1366356,Control,48,3,2,9,GSS2375_WellData_p9.txt,8,Control.48.SEN,Control.48.E,31,G,4,,18,B,3
SEN,E,#1366356,Control,72,3,2,9,GSS2375_WellData_p9.txt,8,Control.72.SEN,Control.72.E,32,H,4,,29,E,4
HDFn,B,#1366356,TGFb,72,3,2,9,GSS2375_WellData_p9.txt,8,TGFb.72.HDFn,TGFb.72.B,33,A,5,,31,G,4
Adult,H,#1090465,Control,0.5,3,2,9,GSS2375_WellData_p9.txt,8,Control.0.5.Adult,Control.0.5.H,34,B,5,,16,H,2
SEN,E,#1366356,TGFb,2,3,2,9,GSS2375_WellData_p9.txt,8,TGFb.2.SEN,TGFb.2.E,35,C,5,,53,E,7
HDFn,B,#1366356,Control,0.5,3,2,9,GSS2375_WellData_p9.txt,8,Control.0.5.HDFn,Control.0.5.B,36,D,5,,35,C,5
Adult,H,#1090465,TGFb,96,3,2,9,GSS2375_WellData_p9.txt,8,TGFb.96.Adult,TGFb.96.H,37,E,5,,48,H,6
Adult,H,#1090465,TGFb,12,3,2,9,GSS2375_WellData_p9.txt,8,TGFb.12.Adult,TGFb.12.H,38,F,5,,23,G,3
SEN,E,#1366356,TGFb,0.5,3,2,9,GSS2375_WellData_p9.txt,8,TGFb.0.5.SEN,TGFb.0.5.E,39,G,5,,60,D,8
SEN,E,#1366356,TGFb,12,3,2,9,GSS2375_WellData_p9.txt,8,TGFb.12.SEN,TGFb.12.E,40,H,5,,44,D,6
HDFn,B,#1366356,TGFb,8,3,2,9,GSS2375_WellData_p9.txt,8,TGFb.8.HDFn,TGFb.8.B,41,A,6,,69,E,9
SEN,E,#1366356,Control,0.5,3,2,9,GSS2375_WellData_p9.txt,8,Control.0.5.SEN,Control.0.5.E,42,B,6,,58,B,8
HDFn,B,#1366356,TGFb,4,3,2,9,GSS2375_WellData_p9.txt,8,TGFb.4.HDFn,TGFb.4.B,43,C,6,,13,E,2
SEN,E,#1366356,TGFb,1,3,2,9,GSS2375_WellData_p9.txt,8,TGFb.1.SEN,TGFb.1.E,44,D,6,,26,B,4
Adult,H,#1090465,Control,2,3,2,9,GSS2375_WellData_p9.txt,8,Control.2.Adult,Control.2.H,45,E,6,,8,H,1
HDFn,B,#1366356,Control,8,3,2,9,GSS2375_WellData_p9.txt,8,Control.8.HDFn,Control.8.B,46,F,6,,33,A,5
Adult,H,#1090465,Control,48,3,2,9,GSS2375_WellData_p9.txt,8,Control.48.Adult,Control.48.H,47,G,6,,52,D,7
SEN,E,#1366356,Control,12,3,2,9,GSS2375_WellData_p9.txt,8,Control.12.SEN,Control.12.E,48,H,6,,27,C,4
Adult,H,#1090465,Baseline,96,3,2,9,GSS2375_WellData_p9.txt,8,Baseline.96.Adult,Baseline.96.H,49,A,7,,56,H,7
HDFn,B,#1366356,TGFb,3,3,2,9,GSS2375_WellData_p9.txt,8,TGFb.3.HDFn,TGFb.3.B,50,B,7,,19,C,3
Adult,H,#1090465,TGFb,2,3,2,9,GSS2375_WellData_p9.txt,8,TGFb.2.Adult,TGFb.2.H,51,C,7,,64,H,8
HDFn,B,#1366356,Control,4,3,2,9,GSS2375_WellData_p9.txt,8,Control.4.HDFn,Control.4.B,52,D,7,,41,A,6
HDFn,B,#1366356,Baseline,0,3,2,9,GSS2375_WellData_p9.txt,8,Baseline.0.HDFn,Baseline.0.B,53,E,7,,62,F,8
HDFn,B,#1366356,TGFb,1,3,2,9,GSS2375_WellData_p9.txt,8,TGFb.1.HDFn,TGFb.1.B,54,F,7,,72,H,9
Adult,H,#1090465,Control,8,3,2,9,GSS2375_WellData_p9.txt,8,Control.8.Adult,Control.8.H,55,G,7,,28,D,4
HDFn,B,#1366356,Control,3,3,2,9,GSS2375_WellData_p9.txt,8,Control.3.HDFn,Control.3.B,56,H,7,,7,G,1
HDFn,B,#1366356,TGFb,0.5,3,2,9,GSS2375_WellData_p9.txt,8,TGFb.0.5.HDFn,TGFb.0.5.B,57,A,8,,65,A,9
HDFn,B,#1366356,TGFb,48,3,2,9,GSS2375_WellData_p9.txt,8,TGFb.48.HDFn,TGFb.48.B,58,B,8,,10,B,2
Adult,H,#1090465,TGFb,8,3,2,9,GSS2375_WellData_p9.txt,8,TGFb.8.Adult,TGFb.8.H,59,C,8,,22,F,3
Adult,H,#1090465,TGFb,72,3,2,9,GSS2375_WellData_p9.txt,8,TGFb.72.Adult,TGFb.72.H,60,D,8,,49,A,7
SEN,E,#1366356,TGFb,96,3,2,9,GSS2375_WellData_p9.txt,8,TGFb.96.SEN,TGFb.96.E,61,E,8,,59,C,8
Adult,H,#1090465,Control,12,3,2,9,GSS2375_WellData_p9.txt,8,Control.12.Adult,Control.12.H,62,F,8,,47,G,6
HDFn,B,#1366356,Control,72,3,2,9,GSS2375_WellData_p9.txt,8,Control.72.HDFn,Control.72.B,63,G,8,,66,B,9
Adult,H,#1090465,Control,4,3,2,9,GSS2375_WellData_p9.txt,8,Control.4.Adult,Control.4.H,64,H,8,,54,F,7
SEN,E,#1366356,TGFb,72,3,2,9,GSS2375_WellData_p9.txt,8,TGFb.72.SEN,TGFb.72.E,65,A,9,,42,B,6
SEN,E,#1366356,Baseline,0,3,2,9,GSS2375_WellData_p9.txt,8,Baseline.0.SEN,Baseline.0.E,66,B,9,,46,F,6
SEN,E,#1366356,TGFb,4,3,2,9,GSS2375_WellData_p9.txt,8,TGFb.4.SEN,TGFb.4.E,67,C,9,,15,G,2
HDFn,B,#1366356,TGFb,12,3,2,9,GSS2375_WellData_p9.txt,8,TGFb.12.HDFn,TGFb.12.B,68,D,9,,51,C,7
Adult,H,#1090465,TGFb,0.5,3,2,9,GSS2375_WellData_p9.txt,8,TGFb.0.5.Adult,TGFb.0.5.H,69,E,9,,61,E,8
HDFn,B,#1366356,TGFb,96,3,2,9,GSS2375_WellData_p9.txt,8,TGFb.96.HDFn,TGFb.96.B,70,F,9,,5,E,1
SEN,E,#1366356,TGFb,24,3,2,9,GSS2375_WellData_p9.txt,8,TGFb.24.SEN,TGFb.24.E,71,G,9,,32,H,4
HDFn,B,#1366356,Control,48,3,2,9,GSS2375_WellData_p9.txt,8,Control.48.HDFn,Control.48.B,72,H,9,,24,H,3
HDFn,B,#1366356,Control,0.5,4,2,10,GSS2375_WellData_p10.txt,11,Control.0.5.HDFn,Control.0.5.B,1,A,1,,44,D,6
Adult,H,#1090465,Baseline,96,4,2,10,GSS2375_WellData_p10.txt,11,Baseline.96.Adult,Baseline.96.H,2,B,1,,25,A,4
SEN,E,#1366356,Control,12,4,2,10,GSS2375_WellData_p10.txt,11,Control.12.SEN,Control.12.E,3,C,1,,17,A,3
HDFn,B,#1366356,Control,3,4,2,10,GSS2375_WellData_p10.txt,11,Control.3.HDFn,Control.3.B,4,D,1,,14,F,2
HDFn,B,#1366356,TGFb,1,4,2,10,GSS2375_WellData_p10.txt,11,TGFb.1.HDFn,TGFb.1.B,5,E,1,,23,G,3
Adult,H,#1090465,TGFb,2,4,2,10,GSS2375_WellData_p10.txt,11,TGFb.2.Adult,TGFb.2.H,6,F,1,,45,E,6
HDFn,B,#1366356,TGFb,24,4,2,10,GSS2375_WellData_p10.txt,11,TGFb.24.HDFn,TGFb.24.B,7,G,1,,34,B,5
SEN,E,#1366356,Control,2,4,2,10,GSS2375_WellData_p10.txt,11,Control.2.SEN,Control.2.E,8,H,1,,32,H,4
SEN,E,#1366356,Control,0.5,4,2,10,GSS2375_WellData_p10.txt,11,Control.0.5.SEN,Control.0.5.E,9,A,2,,24,H,3
HDFn,B,#1366356,TGFb,96,4,2,10,GSS2375_WellData_p10.txt,11,TGFb.96.HDFn,TGFb.96.B,10,B,2,,36,D,5
SEN,E,#1366356,TGFb,1,4,2,10,GSS2375_WellData_p10.txt,11,TGFb.1.SEN,TGFb.1.E,11,C,2,,68,D,9
HDFn,B,#1366356,Baseline,0,4,2,10,GSS2375_WellData_p10.txt,11,Baseline.0.HDFn,Baseline.0.B,12,D,2,,28,D,4
SEN,E,#1366356,Baseline,96,4,2,10,GSS2375_WellData_p10.txt,11,Baseline.96.SEN,Baseline.96.E,13,E,2,,11,C,2
SEN,E,#1366356,TGFb,48,4,2,10,GSS2375_WellData_p10.txt,11,TGFb.48.SEN,TGFb.48.E,14,F,2,,21,E,3
HDFn,B,#1366356,Control,12,4,2,10,GSS2375_WellData_p10.txt,11,Control.12.HDFn,Control.12.B,15,G,2,,49,A,7
Adult,H,#1090465,Control,48,4,2,10,GSS2375_WellData_p10.txt,11,Control.48.Adult,Control.48.H,16,H,2,,63,G,8
Adult,H,#1090465,Control,8,4,2,10,GSS2375_WellData_p10.txt,11,Control.8.Adult,Control.8.H,17,A,3,,43,C,6
HDFn,B,#1366356,Control,1,4,2,10,GSS2375_WellData_p10.txt,11,Control.1.HDFn,Control.1.B,18,B,3,,20,D,3
Adult,H,#1090465,TGFb,12,4,2,10,GSS2375_WellData_p10.txt,11,TGFb.12.Adult,TGFb.12.H,19,C,3,,27,C,4
SEN,E,#1366356,Control,4,4,2,10,GSS2375_WellData_p10.txt,11,Control.4.SEN,Control.4.E,20,D,3,,33,A,5
Adult,H,#1090465,TGFb,72,4,2,10,GSS2375_WellData_p10.txt,11,TGFb.72.Adult,TGFb.72.H,21,E,3,,7,G,1
HDFn,B,#1366356,TGFb,3,4,2,10,GSS2375_WellData_p10.txt,11,TGFb.3.HDFn,TGFb.3.B,22,F,3,,60,D,8
HDFn,B,#1366356,TGFb,2,4,2,10,GSS2375_WellData_p10.txt,11,TGFb.2.HDFn,TGFb.2.B,23,G,3,,15,G,2
HDFn,B,#1366356,TGFb,4,4,2,10,GSS2375_WellData_p10.txt,11,TGFb.4.HDFn,TGFb.4.B,24,H,3,,18,B,3
HDFn,B,#1366356,Control,96,4,2,10,GSS2375_WellData_p10.txt,11,Control.96.HDFn,Control.96.B,25,A,4,,52,D,7
SEN,E,#1366356,Control,96,4,2,10,GSS2375_WellData_p10.txt,11,Control.96.SEN,Control.96.E,26,B,4,,38,F,5
SEN,E,#1366356,TGFb,96,4,2,10,GSS2375_WellData_p10.txt,11,TGFb.96.SEN,TGFb.96.E,27,C,4,,40,H,5
Adult,H,#1090465,Control,96,4,2,10,GSS2375_WellData_p10.txt,11,Control.96.Adult,Control.96.H,28,D,4,,58,B,8
HDFn,B,#1366356,TGFb,8,4,2,10,GSS2375_WellData_p10.txt,11,TGFb.8.HDFn,TGFb.8.B,29,E,4,,31,G,4
HDFn,B,#1366356,Control,24,4,2,10,GSS2375_WellData_p10.txt,11,Control.24.HDFn,Control.24.B,30,F,4,,50,B,7
HDFn,B,#1366356,Control,48,4,2,10,GSS2375_WellData_p10.txt,11,Control.48.HDFn,Control.48.B,31,G,4,,41,A,6
SEN,E,#1366356,Control,8,4,2,10,GSS2375_WellData_p10.txt,11,Control.8.SEN,Control.8.E,32,H,4,,65,A,9
HDFn,B,#1366356,Control,72,4,2,10,GSS2375_WellData_p10.txt,11,Control.72.HDFn,Control.72.B,33,A,5,,5,E,1
Adult,H,#1090465,TGFb,8,4,2,10,GSS2375_WellData_p10.txt,11,TGFb.8.Adult,TGFb.8.H,34,B,5,,29,E,4
HDFn,B,#1366356,Control,4,4,2,10,GSS2375_WellData_p10.txt,11,Control.4.HDFn,Control.4.B,35,C,5,,6,F,1
Adult,H,#1090465,TGFb,3,4,2,10,GSS2375_WellData_p10.txt,11,TGFb.3.Adult,TGFb.3.H,36,D,5,,56,H,7
HDFn,B,#1366356,Control,2,4,2,10,GSS2375_WellData_p10.txt,11,Control.2.HDFn,Control.2.B,37,E,5,,47,G,6
SEN,E,#1366356,Baseline,0,4,2,10,GSS2375_WellData_p10.txt,11,Baseline.0.SEN,Baseline.0.E,38,F,5,,71,G,9
SEN,E,#1366356,TGFb,4,4,2,10,GSS2375_WellData_p10.txt,11,TGFb.4.SEN,TGFb.4.E,39,G,5,,1,A,1
HDFn,B,#1366356,Control,8,4,2,10,GSS2375_WellData_p10.txt,11,Control.8.HDFn,Control.8.B,40,H,5,,62,F,8
Adult,H,#1090465,TGFb,1,4,2,10,GSS2375_WellData_p10.txt,11,TGFb.1.Adult,TGFb.1.H,41,A,6,,59,C,8
Adult,H,#1090465,Control,4,4,2,10,GSS2375_WellData_p10.txt,11,Control.4.Adult,Control.4.H,42,B,6,,8,H,1
SEN,E,#1366356,TGFb,24,4,2,10,GSS2375_WellData_p10.txt,11,TGFb.24.SEN,TGFb.24.E,43,C,6,,4,D,1
Adult,H,#1090465,TGFb,96,4,2,10,GSS2375_WellData_p10.txt,11,TGFb.96.Adult,TGFb.96.H,44,D,6,,9,A,2
SEN,E,#1366356,Control,24,4,2,10,GSS2375_WellData_p10.txt,11,Control.24.SEN,Control.24.E,45,E,6,,51,C,7
SEN,E,#1366356,TGFb,2,4,2,10,GSS2375_WellData_p10.txt,11,TGFb.2.SEN,TGFb.2.E,46,F,6,,57,A,8
Adult,H,#1090465,Control,24,4,2,10,GSS2375_WellData_p10.txt,11,Control.24.Adult,Control.24.H,47,G,6,,66,B,9
Adult,H,#1090465,TGFb,48,4,2,10,GSS2375_WellData_p10.txt,11,TGFb.48.Adult,TGFb.48.H,48,H,6,,13,E,2
Adult,H,#1090465,Control,0.5,4,2,10,GSS2375_WellData_p10.txt,11,Control.0.5.Adult,Control.0.5.H,49,A,7,,22,F,3
SEN,E,#1366356,TGFb,3,4,2,10,GSS2375_WellData_p10.txt,11,TGFb.3.SEN,TGFb.3.E,50,B,7,,69,E,9
Adult,H,#1090465,TGFb,24,4,2,10,GSS2375_WellData_p10.txt,11,TGFb.24.Adult,TGFb.24.H,51,C,7,,70,F,9
HDFn,B,#1366356,Baseline,96,4,2,10,GSS2375_WellData_p10.txt,11,Baseline.96.HDFn,Baseline.96.B,52,D,7,,37,E,5
HDFn,B,#1366356,TGFb,0.5,4,2,10,GSS2375_WellData_p10.txt,11,TGFb.0.5.HDFn,TGFb.0.5.B,53,E,7,,46,F,6
Adult,H,#1090465,TGFb,0.5,4,2,10,GSS2375_WellData_p10.txt,11,TGFb.0.5.Adult,TGFb.0.5.H,54,F,7,,12,D,2
SEN,E,#1366356,TGFb,72,4,2,10,GSS2375_WellData_p10.txt,11,TGFb.72.SEN,TGFb.72.E,55,G,7,,30,F,4
HDFn,B,#1366356,TGFb,12,4,2,10,GSS2375_WellData_p10.txt,11,TGFb.12.HDFn,TGFb.12.B,56,H,7,,16,H,2
Adult,H,#1090465,Control,72,4,2,10,GSS2375_WellData_p10.txt,11,Control.72.Adult,Control.72.H,57,A,8,,72,H,9
SEN,E,#1366356,TGFb,8,4,2,10,GSS2375_WellData_p10.txt,11,TGFb.8.SEN,TGFb.8.E,58,B,8,,67,C,9
SEN,E,#1366356,Control,1,4,2,10,GSS2375_WellData_p10.txt,11,Control.1.SEN,Control.1.E,59,C,8,,26,B,4
SEN,E,#1366356,Control,72,4,2,10,GSS2375_WellData_p10.txt,11,Control.72.SEN,Control.72.E,60,D,8,,48,H,6
SEN,E,#1366356,Control,48,4,2,10,GSS2375_WellData_p10.txt,11,Control.48.SEN,Control.48.E,61,E,8,,53,E,7
HDFn,B,#1366356,TGFb,72,4,2,10,GSS2375_WellData_p10.txt,11,TGFb.72.HDFn,TGFb.72.B,62,F,8,,54,F,7
Adult,H,#1090465,TGFb,4,4,2,10,GSS2375_WellData_p10.txt,11,TGFb.4.Adult,TGFb.4.H,63,G,8,,64,H,8
Adult,H,#1090465,Control,2,4,2,10,GSS2375_WellData_p10.txt,11,Control.2.Adult,Control.2.H,64,H,8,,10,B,2
Adult,H,#1090465,Control,1,4,2,10,GSS2375_WellData_p10.txt,11,Control.1.Adult,Control.1.H,65,A,9,,61,E,8
Adult,H,#1090465,Control,3,4,2,10,GSS2375_WellData_p10.txt,11,Control.3.Adult,Control.3.H,66,B,9,,35,C,5
Adult,H,#1090465,Baseline,0,4,2,10,GSS2375_WellData_p10.txt,11,Baseline.0.Adult,Baseline.0.H,67,C,9,,2,B,1
SEN,E,#1366356,Control,3,4,2,10,GSS2375_WellData_p10.txt,11,Control.3.SEN,Control.3.E,68,D,9,,55,G,7
Adult,H,#1090465,Control,12,4,2,10,GSS2375_WellData_p10.txt,11,Control.12.Adult,Control.12.H,69,E,9,,3,C,1
HDFn,B,#1366356,TGFb,48,4,2,10,GSS2375_WellData_p10.txt,11,TGFb.48.HDFn,TGFb.48.B,70,F,9,,39,G,5
SEN,E,#1366356,TGFb,12,4,2,10,GSS2375_WellData_p10.txt,11,TGFb.12.SEN,TGFb.12.E,71,G,9,,19,C,3
SEN,E,#1366356,TGFb,0.5,4,2,10,GSS2375_WellData_p10.txt,11,TGFb.0.5.SEN,TGFb.0.5.E,72,H,9,,42,B,6
HDFn,B,#1366356,Control,4,5,2,11,GSS2375_WellData_p11.txt,14,Control.4.HDFn,Control.4.B,1,A,1,,19,C,3
HDFn,B,#1366356,TGFb,12,5,2,11,GSS2375_WellData_p11.txt,14,TGFb.12.HDFn,TGFb.12.B,2,B,1,,4,D,1
HDFn,B,#1366356,TGFb,96,5,2,11,GSS2375_WellData_p11.txt,14,TGFb.96.HDFn,TGFb.96.B,3,C,1,,31,G,4
SEN,E,#1366356,Control,24,5,2,11,GSS2375_WellData_p11.txt,14,Control.24.SEN,Control.24.E,4,D,1,,36,D,5
Adult,H,#1090465,TGFb,8,5,2,11,GSS2375_WellData_p11.txt,14,TGFb.8.Adult,TGFb.8.H,5,E,1,,58,B,8
SEN,E,#1366356,TGFb,0.5,5,2,11,GSS2375_WellData_p11.txt,14,TGFb.0.5.SEN,TGFb.0.5.E,6,F,1,,56,H,7
HDFn,B,#1366356,Control,8,5,2,11,GSS2375_WellData_p11.txt,14,Control.8.HDFn,Control.8.B,7,G,1,,10,B,2
HDFn,B,#1366356,Baseline,0,5,2,11,GSS2375_WellData_p11.txt,14,Baseline.0.HDFn,Baseline.0.B,8,H,1,,5,E,1
SEN,E,#1366356,TGFb,96,5,2,11,GSS2375_WellData_p11.txt,14,TGFb.96.SEN,TGFb.96.E,9,A,2,,45,E,6
SEN,E,#1366356,TGFb,4,5,2,11,GSS2375_WellData_p11.txt,14,TGFb.4.SEN,TGFb.4.E,10,B,2,,38,F,5
Adult,H,#1090465,Control,8,5,2,11,GSS2375_WellData_p11.txt,14,Control.8.Adult,Control.8.H,11,C,2,,23,G,3
Adult,H,#1090465,Control,0.5,5,2,11,GSS2375_WellData_p11.txt,14,Control.0.5.Adult,Control.0.5.H,12,D,2,,27,C,4
SEN,E,#1366356,TGFb,72,5,2,11,GSS2375_WellData_p11.txt,14,TGFb.72.SEN,TGFb.72.E,13,E,2,,24,H,3
Adult,H,#1090465,Control,1,5,2,11,GSS2375_WellData_p11.txt,14,Control.1.Adult,Control.1.H,14,F,2,,11,C,2
HDFn,B,#1366356,Control,3,5,2,11,GSS2375_WellData_p11.txt,14,Control.3.HDFn,Control.3.B,15,G,2,,40,H,5
Adult,H,#1090465,TGFb,72,5,2,11,GSS2375_WellData_p11.txt,14,TGFb.72.Adult,TGFb.72.H,16,H,2,,70,F,9
HDFn,B,#1366356,Baseline,96,5,2,11,GSS2375_WellData_p11.txt,14,Baseline.96.HDFn,Baseline.96.B,17,A,3,,51,C,7
HDFn,B,#1366356,TGFb,8,5,2,11,GSS2375_WellData_p11.txt,14,TGFb.8.HDFn,TGFb.8.B,18,B,3,,34,B,5
SEN,E,#1366356,Baseline,96,5,2,11,GSS2375_WellData_p11.txt,14,Baseline.96.SEN,Baseline.96.E,19,C,3,,52,D,7
Adult,H,#1090465,Baseline,0,5,2,11,GSS2375_WellData_p11.txt,14,Baseline.0.Adult,Baseline.0.H,20,D,3,,32,H,4
SEN,E,#1366356,Control,12,5,2,11,GSS2375_WellData_p11.txt,14,Control.12.SEN,Control.12.E,21,E,3,,69,E,9
Adult,H,#1090465,Control,4,5,2,11,GSS2375_WellData_p11.txt,14,Control.4.Adult,Control.4.H,22,F,3,,71,G,9
SEN,E,#1366356,Control,0.5,5,2,11,GSS2375_WellData_p11.txt,14,Control.0.5.SEN,Control.0.5.E,23,G,3,,1,A,1
SEN,E,#1366356,TGFb,2,5,2,11,GSS2375_WellData_p11.txt,14,TGFb.2.SEN,TGFb.2.E,24,H,3,,16,H,2
Adult,H,#1090465,TGFb,4,5,2,11,GSS2375_WellData_p11.txt,14,TGFb.4.Adult,TGFb.4.H,25,A,4,,28,D,4
SEN,E,#1366356,TGFb,12,5,2,11,GSS2375_WellData_p11.txt,14,TGFb.12.SEN,TGFb.12.E,26,B,4,,62,F,8
Adult,H,#1090465,Control,12,5,2,11,GSS2375_WellData_p11.txt,14,Control.12.Adult,Control.12.H,27,C,4,,54,F,7
Adult,H,#1090465,Control,72,5,2,11,GSS2375_WellData_p11.txt,14,Control.72.Adult,Control.72.H,28,D,4,,53,E,7
Adult,H,#1090465,TGFb,2,5,2,11,GSS2375_WellData_p11.txt,14,TGFb.2.Adult,TGFb.2.H,29,E,4,,18,B,3
SEN,E,#1366356,Control,1,5,2,11,GSS2375_WellData_p11.txt,14,Control.1.SEN,Control.1.E,30,F,4,,6,F,1
Adult,H,#1090465,Baseline,96,5,2,11,GSS2375_WellData_p11.txt,14,Baseline.96.Adult,Baseline.96.H,31,G,4,,39,G,5
HDFn,B,#1366356,TGFb,1,5,2,11,GSS2375_WellData_p11.txt,14,TGFb.1.HDFn,TGFb.1.B,32,H,4,,44,D,6
